<sun.reflect.ClassDefiner: java.lang.Class defineClass(java.lang.String,byte[],int,int,java.lang.ClassLoader)>/$stack7
<javassist.util.proxy.SecurityActions: java.lang.reflect.Method[] getDeclaredMethods(java.lang.Class)>/$stack3
<javassist.util.proxy.SecurityActions: java.lang.reflect.Method[] getDeclaredMethods(java.lang.Class)>/$stack4
<javassist.util.proxy.SecurityActions: java.lang.reflect.Method[] getDeclaredMethods(java.lang.Class)>/$stack5
<javassist.util.proxy.SecurityActions: java.lang.reflect.Constructor[] getDeclaredConstructors(java.lang.Class)>/$stack3
<javassist.util.proxy.SecurityActions: java.lang.reflect.Constructor[] getDeclaredConstructors(java.lang.Class)>/$stack4
<javassist.util.proxy.SecurityActions: java.lang.reflect.Constructor[] getDeclaredConstructors(java.lang.Class)>/$stack5
<sun.reflect.annotation.AnnotationParser: java.lang.annotation.Annotation parseAnnotation2(java.nio.ByteBuffer,sun.reflect.ConstantPool,java.lang.Class,boolean,java.lang.Class[])>/$stack34
<sun.reflect.annotation.AnnotationParser: java.lang.annotation.Annotation annotationForMap(java.lang.Class,java.util.Map)>/$stack3
<sun.reflect.annotation.AnnotationParser: java.lang.annotation.Annotation annotationForMap(java.lang.Class,java.util.Map)>/$stack4
<sun.reflect.annotation.AnnotationParser: java.lang.annotation.Annotation[] toArray(java.util.Map)>/$stack3
<sun.reflect.annotation.AnnotationParser: java.lang.annotation.Annotation[] toArray(java.util.Map)>/$stack4
<java.util.Vector: void forEach(java.util.function.Consumer)>/$stack7
<java.util.Vector: void forEach(java.util.function.Consumer)>/l3#_1246
<java.util.Vector: void sort(java.util.Comparator)>/$stack3
<org.springframework.util.StringUtils: java.lang.String[] toStringArray(java.util.Collection)>/$stack3
<org.springframework.util.StringUtils: java.lang.String[] toStringArray(java.util.Collection)>/$stack4
<org.springframework.beans.factory.support.DefaultListableBeanFactory: java.lang.Object getBean(java.lang.Class)>/$stack41
<org.springframework.beans.factory.support.DefaultListableBeanFactory: java.lang.Object getBean(java.lang.Class)>/beanNames_$$A_1#_259
<java.util.Vector$Itr: void forEachRemaining(java.util.function.Consumer)>/$stack11
<java.util.Vector$Itr: void forEachRemaining(java.util.function.Consumer)>/l5#_1168
<br.com.caelum.vraptor.view.DefaultAcceptHeaderToFormat: java.lang.String[] getOrderedMimeTypes(java.lang.String)>/$stack15
<br.com.caelum.vraptor.view.DefaultAcceptHeaderToFormat: java.lang.String[] getOrderedMimeTypes(java.lang.String)>/$stack16
<org.picocontainer.parameters.CollectionComponentParameter: java.lang.Object[] getArrayInstance(org.picocontainer.PicoContainer,java.lang.Class,java.util.Map)>/result#_308
<sun.util.locale.provider.TimeZoneNameUtility: java.lang.String[][] loadZoneStrings(java.util.Locale)>/$stack18
<sun.util.locale.provider.TimeZoneNameUtility: java.lang.String[][] loadZoneStrings(java.util.Locale)>/$stack19
<br.com.caelum.vraptor.interceptor.multipart.CommonsUploadMultipartInterceptor: void intercept(br.com.caelum.vraptor.core.InterceptorStack,br.com.caelum.vraptor.resource.ResourceMethod,java.lang.Object)>/$stack37
<org.springframework.expression.spel.ast.Indexer: void setArrayElement(org.springframework.expression.spel.ExpressionState,java.lang.Object,int,java.lang.Object,java.lang.Class)>/array#9#_347
<java.io.BufferedWriter: void <init>(java.io.Writer,int)>/$stack5
<java.io.BufferedWriter: void <init>(java.io.Writer,int)>/$stack6
<java.util.logging.Logger: java.util.ResourceBundle findSystemResourceBundle(java.util.Locale)>/$stack2
<java.util.logging.Logger: java.util.ResourceBundle findSystemResourceBundle(java.util.Locale)>/$stack3
<org.picocontainer.injectors.IterativeInjector: org.picocontainer.Parameter[] getMatchingParameterListForSetters(org.picocontainer.PicoContainer)>/$stack22
<org.picocontainer.injectors.IterativeInjector: org.picocontainer.Parameter[] getMatchingParameterListForSetters(org.picocontainer.PicoContainer)>/$stack23
<java.security.AccessControlContext: void <init>(java.security.ProtectionDomain[])>/$stack13
<java.security.AccessControlContext: void <init>(java.security.ProtectionDomain[])>/$stack14
<br.com.caelum.vraptor.util.StringUtils: java.lang.String[] extractParameters(java.lang.String)>/$stack11
<br.com.caelum.vraptor.util.StringUtils: java.lang.String[] extractParameters(java.lang.String)>/$stack12
<javax.xml.parsers.SecuritySupport: java.lang.String getSystemProperty(java.lang.String)>/$stack3
<javax.xml.parsers.SecuritySupport: java.lang.String getSystemProperty(java.lang.String)>/$stack4
<javax.xml.parsers.SecuritySupport: boolean doesFileExist(java.io.File)>/$stack3
<javax.xml.parsers.SecuritySupport: boolean doesFileExist(java.io.File)>/$stack4
<java.text.DecimalFormat: java.text.FieldPosition[] expandAffix(java.lang.String)>/$stack13
<java.text.DecimalFormat: java.text.FieldPosition[] expandAffix(java.lang.String)>/$stack14
<java.util.ArrayList: void forEach(java.util.function.Consumer)>/$stack7
<java.util.ArrayList: void forEach(java.util.function.Consumer)>/l3#_1246
<java.util.ArrayList: void sort(java.util.Comparator)>/$stack3
<org.mockito.cglib.core.EmitUtils: void member_switch_helper(org.mockito.cglib.core.CodeEmitter,java.util.List,org.mockito.cglib.core.ObjectSwitchCallback,boolean)>/$stack19
<org.mockito.cglib.core.EmitUtils: void member_switch_helper(org.mockito.cglib.core.CodeEmitter,java.util.List,org.mockito.cglib.core.ObjectSwitchCallback,boolean)>/$stack20
<org.mockito.cglib.core.EmitUtils: void member_helper_type(org.mockito.cglib.core.CodeEmitter,java.util.List,org.mockito.cglib.core.ObjectSwitchCallback,org.mockito.cglib.core.EmitUtils$ParameterTyper,org.mockito.asm.Label,org.mockito.asm.Label,java.util.BitSet)>/$stack24
<org.mockito.cglib.core.EmitUtils: void member_helper_type(org.mockito.cglib.core.CodeEmitter,java.util.List,org.mockito.cglib.core.ObjectSwitchCallback,org.mockito.cglib.core.EmitUtils$ParameterTyper,org.mockito.asm.Label,org.mockito.asm.Label,java.util.BitSet)>/$stack25
<org.springframework.util.ClassUtils: java.lang.Class[] getAllInterfacesForClass(java.lang.Class,java.lang.ClassLoader)>/$stack6
<org.springframework.util.ClassUtils: java.lang.Class[] getAllInterfacesForClass(java.lang.Class,java.lang.ClassLoader)>/$stack7
<sun.text.normalizer.ICUData: java.io.InputStream getStream(java.lang.Class,java.lang.String,boolean)>/$stack12
<sun.text.normalizer.ICUData: java.io.InputStream getStream(java.lang.Class,java.lang.String,boolean)>/l3#_55
<org.mockito.cglib.proxy.MethodInterceptorGenerator: void generateFindProxy(org.mockito.cglib.core.ClassEmitter,java.util.Map)>/$stack12
<org.mockito.cglib.proxy.MethodInterceptorGenerator: void generateFindProxy(org.mockito.cglib.core.ClassEmitter,java.util.Map)>/$stack13
<java.io.File: java.lang.String[] list(java.io.FilenameFilter)>/$stack10
<java.io.File: java.lang.String[] list(java.io.FilenameFilter)>/$stack11
<sun.reflect.annotation.AnnotationType: void <init>(java.lang.Class)>/$stack12
<sun.reflect.annotation.AnnotationType: void <init>(java.lang.Class)>/l2#_109
<java.io.ObjectStreamClass: java.io.ObjectStreamField[] getDefaultSerialFields(java.lang.Class)>/$stack10
<java.io.ObjectStreamClass: java.io.ObjectStreamField[] getDefaultSerialFields(java.lang.Class)>/$stack11_$$A_1
<sun.security.x509.X500Name: void parseDN(java.lang.String,java.util.Map)>/$stack47
<sun.security.x509.X500Name: void parseDN(java.lang.String,java.util.Map)>/$stack48
<org.springframework.beans.factory.support.ConstructorResolver: org.springframework.beans.BeanWrapper instantiateUsingFactoryMethod(java.lang.String,org.springframework.beans.factory.support.RootBeanDefinition,java.lang.Object[])>/$stack53
<org.springframework.beans.factory.support.ConstructorResolver: org.springframework.beans.BeanWrapper instantiateUsingFactoryMethod(java.lang.String,org.springframework.beans.factory.support.RootBeanDefinition,java.lang.Object[])>/$stack190
<org.springframework.beans.factory.support.ConstructorResolver: org.springframework.beans.BeanWrapper instantiateUsingFactoryMethod(java.lang.String,org.springframework.beans.factory.support.RootBeanDefinition,java.lang.Object[])>/argsToResolve#16#_404
<org.springframework.expression.spel.ast.ConstructorReference: void populateReferenceTypeArray(org.springframework.expression.spel.ExpressionState,java.lang.Object,org.springframework.expression.TypeConverter,org.springframework.expression.spel.ast.InlineList,java.lang.Class)>/newObjectArray#_322
<org.apache.commons.logging.LogFactory: org.apache.commons.logging.LogFactory newFactory(java.lang.String,java.lang.ClassLoader,java.lang.ClassLoader)>/$stack9
<org.apache.commons.logging.LogFactory: org.apache.commons.logging.LogFactory newFactory(java.lang.String,java.lang.ClassLoader,java.lang.ClassLoader)>/ex#_1070
<javassist.bytecode.stackmap.TypedBlock: javassist.bytecode.stackmap.TypedBlock[] makeBlocks(javassist.bytecode.MethodInfo,javassist.bytecode.CodeAttribute,boolean)>/$stack7
<javassist.bytecode.stackmap.TypedBlock: javassist.bytecode.stackmap.TypedBlock[] makeBlocks(javassist.bytecode.MethodInfo,javassist.bytecode.CodeAttribute,boolean)>/$stack8
<org.apache.commons.logging.LogFactory: java.io.InputStream getResourceAsStream(java.lang.ClassLoader,java.lang.String)>/$stack3
<org.apache.commons.logging.LogFactory: java.io.InputStream getResourceAsStream(java.lang.ClassLoader,java.lang.String)>/$stack4
<org.apache.commons.logging.LogFactory: java.util.Enumeration getResources(java.lang.ClassLoader,java.lang.String)>/result#_1407
<org.apache.commons.logging.LogFactory: java.util.Enumeration getResources(java.lang.ClassLoader,java.lang.String)>/$stack6
<org.apache.commons.logging.LogFactory: java.util.Properties getProperties(java.net.URL)>/$stack3
<org.apache.commons.logging.LogFactory: java.util.Properties getProperties(java.net.URL)>/$stack4
<org.apache.commons.logging.LogFactory: java.lang.String getSystemProperty(java.lang.String,java.lang.String)>/$stack3
<org.apache.commons.logging.LogFactory: java.lang.String getSystemProperty(java.lang.String,java.lang.String)>/$stack4
<java.io.FilePermission: void init(int)>/$stack9
<java.io.FilePermission: void init(int)>/$stack10
<org.picocontainer.injectors.AdaptingInjection: boolean injectionMethodAnnotated(java.lang.Class)>/$stack3
<org.picocontainer.injectors.AdaptingInjection: boolean injectionMethodAnnotated(java.lang.Class)>/$stack4
<org.picocontainer.injectors.AdaptingInjection: boolean injectionFieldAnnotated(java.lang.Class)>/$stack3
<org.picocontainer.injectors.AdaptingInjection: boolean injectionFieldAnnotated(java.lang.Class)>/$stack4
<sun.security.provider.PolicyFile: void init(java.net.URL)>/$stack6
<sun.security.provider.PolicyFile: boolean initPolicyFile(java.lang.String,java.lang.String,sun.security.provider.PolicyFile$PolicyInfo)>/$stack6
<sun.security.provider.PolicyFile: boolean initPolicyFile(java.lang.String,java.lang.String,sun.security.provider.PolicyFile$PolicyInfo)>/l4#_495
<sun.security.provider.PolicyFile: java.security.PermissionCollection getPermissions(java.security.Permissions,java.security.ProtectionDomain)>/$stack8
<java.util.Locale: java.util.Locale initDefault(java.util.Locale$Category)>/$stack5
<java.util.Locale: java.util.Locale initDefault(java.util.Locale$Category)>/$stack11
<java.util.Locale: java.util.Locale initDefault(java.util.Locale$Category)>/$stack17
<java.util.Locale: java.util.Locale initDefault(java.util.Locale$Category)>/$stack23
<sun.security.x509.RDN: void <init>(java.lang.String,java.util.Map)>/$stack19
<sun.security.x509.RDN: void <init>(java.lang.String,java.util.Map)>/$stack20
<sun.security.provider.PolicyFile: void addPermissions(java.security.Permissions,java.security.CodeSource,java.security.Principal[],sun.security.provider.PolicyFile$PolicyEntry)>/$stack17
<sun.security.provider.PolicyFile: void addPermissions(java.security.Permissions,java.security.CodeSource,java.security.Principal[],sun.security.provider.PolicyFile$PolicyEntry)>/l5#_1272
<sun.util.resources.LocaleData: sun.util.resources.OpenListResourceBundle getCurrencyNames(java.util.Locale)>/$stack8
<sun.util.resources.LocaleData: sun.util.resources.OpenListResourceBundle getCurrencyNames(java.util.Locale)>/$stack9
<sun.util.resources.LocaleData: sun.util.resources.TimeZoneNamesBundle getTimeZoneNames(java.util.Locale)>/$stack8
<sun.util.resources.LocaleData: sun.util.resources.TimeZoneNamesBundle getTimeZoneNames(java.util.Locale)>/$stack9
<sun.util.resources.LocaleData: java.util.ResourceBundle getBundle(java.lang.String,java.util.Locale)>/$stack3
<sun.util.resources.LocaleData: java.util.ResourceBundle getBundle(java.lang.String,java.util.Locale)>/$stack4
<sun.util.resources.LocaleData: sun.util.resources.OpenListResourceBundle getSupplementary(java.lang.String,java.util.Locale)>/$stack3
<sun.util.resources.LocaleData: sun.util.resources.OpenListResourceBundle getSupplementary(java.lang.String,java.util.Locale)>/$stack4
<javassist.bytecode.stackmap.BasicBlock$Maker: javassist.bytecode.stackmap.BasicBlock[] makeBlocks(java.util.HashMap)>/$stack21
<javassist.bytecode.stackmap.BasicBlock$Maker: javassist.bytecode.stackmap.BasicBlock[] makeBlocks(java.util.HashMap)>/$stack22
<javassist.bytecode.stackmap.BasicBlock$Maker: javassist.bytecode.stackmap.BasicBlock[] makeBlocks(java.util.HashMap)>/$stack23
<javassist.bytecode.stackmap.BasicBlock$Maker: javassist.bytecode.stackmap.BasicBlock[] makeBlocks(java.util.HashMap)>/$stack12
<javassist.bytecode.stackmap.BasicBlock$Maker: javassist.bytecode.stackmap.BasicBlock[] makeBlocks(java.util.HashMap)>/$stack13
<org.springframework.util.ReflectionUtils: java.lang.reflect.Method[] getAllDeclaredMethods(java.lang.Class)>/$stack6
<org.springframework.util.ReflectionUtils: java.lang.reflect.Method[] getAllDeclaredMethods(java.lang.Class)>/$stack7
<java.net.URL: java.net.URLStreamHandler getURLStreamHandler(java.lang.String)>/$stack28
<sun.security.util.ResourcesMgr: java.lang.String getString(java.lang.String)>/$stack5
<sun.security.util.ResourcesMgr: java.lang.String getString(java.lang.String)>/$stack6
<org.mockito.cglib.core.ClassNameReader: java.lang.String[] getClassInfo(org.mockito.asm.ClassReader)>/$stack6
<org.mockito.cglib.core.ClassNameReader: java.lang.String[] getClassInfo(org.mockito.asm.ClassReader)>/$stack7
<org.mockito.cglib.core.ClassNameReader: java.lang.String[] getClassInfo(org.mockito.asm.ClassReader)>/$stack8
<sun.security.jca.ProviderConfig: java.lang.String expand(java.lang.String)>/$stack3
<sun.security.jca.ProviderConfig: java.lang.String expand(java.lang.String)>/$stack4
<java.io.ObjectInputStream: boolean auditSubclass(java.lang.Class)>/$stack3
<java.io.ObjectInputStream: boolean auditSubclass(java.lang.Class)>/l1#_1446
<sun.reflect.NativeConstructorAccessorImpl: java.lang.Object newInstance(java.lang.Object[])>/$stack22
<java.util.logging.LogManager: java.lang.String[] parseClassNames(java.lang.String)>/$stack13
<java.util.logging.LogManager: java.lang.String[] parseClassNames(java.lang.String)>/$stack14
<java.util.logging.Logger$SystemLoggerHelper: boolean getBooleanProperty(java.lang.String)>/$stack3
<javax.crypto.JceSecurity: java.net.URL getCodeBase(java.lang.Class)>/$stack11
<com.google.common.collect.ImmutableMap$Builder: com.google.common.collect.ImmutableMap fromEntryList(java.util.List)>/$stack10
<java.lang.SecurityManager: void checkPackageAccess(java.lang.String)>/$stack29
<java.util.regex.Pattern: java.lang.String[] split(java.lang.CharSequence,int)>/$stack18
<java.util.regex.Pattern: java.lang.String[] split(java.lang.CharSequence,int)>/$stack19
<sun.reflect.MethodAccessorGenerator: sun.reflect.ConstructorAccessor generateConstructor(java.lang.Class,java.lang.Class[],java.lang.Class[],int)>/$stack6
<sun.reflect.MethodAccessorGenerator: sun.reflect.ConstructorAccessor generateConstructor(java.lang.Class,java.lang.Class[],java.lang.Class[],int)>/$stack7
<sun.reflect.MethodAccessorGenerator: sun.reflect.SerializationConstructorAccessorImpl generateSerializationConstructor(java.lang.Class,java.lang.Class[],java.lang.Class[],int,java.lang.Class)>/$stack7
<sun.reflect.MethodAccessorGenerator: sun.reflect.SerializationConstructorAccessorImpl generateSerializationConstructor(java.lang.Class,java.lang.Class[],java.lang.Class[],int,java.lang.Class)>/$stack8
<sun.reflect.MethodAccessorGenerator: sun.reflect.MagicAccessorImpl generate(java.lang.Class,java.lang.String,java.lang.Class[],java.lang.Class,java.lang.Class[],int,boolean,boolean,java.lang.Class)>/$stack87
<sun.reflect.MethodAccessorGenerator: sun.reflect.MagicAccessorImpl generate(java.lang.Class,java.lang.String,java.lang.Class[],java.lang.Class,java.lang.Class[],int,boolean,boolean,java.lang.Class)>/$stack88
<com.google.inject.internal.util.$ImmutableMap$Builder: com.google.inject.internal.util.$ImmutableMap fromEntryList(java.util.List)>/$stack10
<sun.misc.MetaIndex: void <init>(java.util.List,boolean)>/$stack4
<sun.misc.MetaIndex: void <init>(java.util.List,boolean)>/$stack5
<java.io.PrintWriter: void <init>(java.io.Writer,boolean)>/$stack4
<java.io.PrintWriter: void <init>(java.io.Writer,boolean)>/$stack5
<java.io.ObjectStreamClass$FieldReflector: void <init>(java.io.ObjectStreamField[])>/$stack18
<java.io.ObjectStreamClass$FieldReflector: void <init>(java.io.ObjectStreamField[])>/$stack19
<java.security.AccessController: java.security.ProtectionDomain getCallerPD(java.lang.Class)>/$stack3
<java.security.AccessController: java.security.ProtectionDomain getCallerPD(java.lang.Class)>/l1#_605
<java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet: java.lang.Object[] toArray(java.lang.Object[])>/$stack16
<java.nio.charset.Charset: boolean atBugLevel(java.lang.String)>/$stack5
<java.nio.charset.Charset: boolean atBugLevel(java.lang.String)>/$stack6
<java.nio.charset.Charset: java.nio.charset.Charset lookupViaProviders(java.lang.String)>/$stack9
<java.nio.charset.Charset: java.nio.charset.Charset lookupViaProviders(java.lang.String)>/l1#_406
<java.text.MessageFormat: java.text.AttributedCharacterIterator formatToCharacterIterator(java.lang.Object)>/$stack12
<java.net.SocketPermission: int initEphemeralPorts(java.lang.String,int)>/$stack3
<java.net.SocketPermission: int initEphemeralPorts(java.lang.String,int)>/$stack4
<com.thoughtworks.xstream.converters.extended.JavaMethodConverter: java.lang.Object unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,com.thoughtworks.xstream.converters.UnmarshallingContext)>/$stack18
<com.thoughtworks.xstream.converters.extended.JavaMethodConverter: java.lang.Object unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,com.thoughtworks.xstream.converters.UnmarshallingContext)>/$stack19
<java.lang.Thread: boolean auditSubclass(java.lang.Class)>/$stack3
<java.lang.Thread: boolean auditSubclass(java.lang.Class)>/l1#_1663
<sun.misc.ExtensionDependency: java.io.File checkExtensionExists(java.lang.String)>/$stack6
<sun.misc.ExtensionDependency: java.io.File checkExtensionExists(java.lang.String)>/$stack7
<sun.invoke.util.VerifyAccess: boolean isTypeVisible(java.lang.Class,java.lang.Class)>/$stack12
<sun.invoke.util.VerifyAccess: boolean isTypeVisible(java.lang.Class,java.lang.Class)>/l5#_237
<sun.misc.ExtensionDependency: java.lang.Boolean addNewExtensionsToClassLoader(sun.misc.Launcher$ExtClassLoader)>/$stack13
<java.net.InetAddress: java.net.InetAddressImpl loadImpl(java.lang.String)>/$stack5
<sun.security.util.SignatureFileVerifier: java.security.CodeSigner[] getSigners(sun.security.pkcs.SignerInfo[],sun.security.pkcs.PKCS7)>/$stack11
<sun.security.util.SignatureFileVerifier: java.security.CodeSigner[] getSigners(sun.security.pkcs.SignerInfo[],sun.security.pkcs.PKCS7)>/$stack12
<sun.util.logging.LoggingSupport: java.lang.String getSimpleFormat(boolean)>/$stack4
<sun.util.logging.LoggingSupport: java.lang.String getSimpleFormat(boolean)>/l1#_160
<java.lang.invoke.InnerClassLambdaMetafactory: java.lang.invoke.CallSite buildCallSite()>/$stack13
<java.lang.invoke.InnerClassLambdaMetafactory: java.lang.invoke.CallSite buildCallSite()>/l2#_196
<java.lang.invoke.InnerClassLambdaMetafactory: java.lang.Class spinInnerClass()>/$stack22
<java.lang.invoke.InnerClassLambdaMetafactory: java.lang.Class spinInnerClass()>/l1_$$A_1#_263
<javax.xml.parsers.SecuritySupport: java.lang.ClassLoader getContextClassLoader()>/$stack2
<javax.xml.parsers.SecuritySupport: java.lang.ClassLoader getContextClassLoader()>/$stack3
<java.io.ObjectStreamClass: java.io.ObjectStreamClass$ClassDataSlot[] getClassDataLayout0()>/$stack13
<java.io.ObjectStreamClass: java.io.ObjectStreamClass$ClassDataSlot[] getClassDataLayout0()>/$stack14
<org.apache.commons.logging.LogFactory: java.lang.ClassLoader getContextClassLoaderInternal()>/$stack1
<org.apache.commons.logging.LogFactory: java.lang.ClassLoader getContextClassLoaderInternal()>/$stack2
<java.beans.Introspector: java.beans.EventSetDescriptor[] getTargetEventInfo()>/$stack63
<java.beans.Introspector: java.beans.EventSetDescriptor[] getTargetEventInfo()>/$stack30
<java.beans.Introspector: java.beans.EventSetDescriptor[] getTargetEventInfo()>/l2#6_$$A_4#_1125
<sun.misc.ExtensionDependency: java.io.File[] getInstalledExtensions()>/$stack2
<sun.misc.ExtensionDependency: java.io.File[] getInstalledExtensions()>/$stack3
<sun.util.calendar.CalendarSystem: java.util.Properties getCalendarProperties()>/$stack4
<java.nio.file.FileSystems$DefaultFileSystemHolder: java.nio.file.FileSystem defaultFileSystem()>/$stack2
<java.nio.file.FileSystems$DefaultFileSystemHolder: java.nio.file.FileSystem defaultFileSystem()>/l0#_96
<sun.security.jca.ProviderList: sun.security.jca.ProviderList fromSecurityProperties()>/$stack1
<sun.security.jca.ProviderList: sun.security.jca.ProviderList fromSecurityProperties()>/$stack2
<sun.security.jca.ProviderList: void <init>()>/$stack37
<sun.security.jca.ProviderList: void <init>()>/$stack38
<java.security.Policy: java.security.Policy getPolicyNoCheck()>/$stack18
<java.security.Policy: java.security.Policy getPolicyNoCheck()>/l3#_172
<java.security.Policy: java.security.Policy getPolicyNoCheck()>/$stack39
<sun.util.calendar.ZoneInfoFile: void <clinit>()>/$stack30
<sun.util.calendar.ZoneInfoFile: void <clinit>()>/$stack32
<java.net.URLEncoder: void <clinit>()>/$stack8
<java.net.URLEncoder: void <clinit>()>/$stack9
<java.io.UnixFileSystem: void <init>()>/$stack4
<java.io.UnixFileSystem: void <init>()>/$stack5
<java.io.UnixFileSystem: void <init>()>/$stack8
<java.io.UnixFileSystem: void <init>()>/$stack9
<java.io.UnixFileSystem: void <init>()>/$stack12
<java.io.UnixFileSystem: void <init>()>/$stack13
<org.picocontainer.injectors.AnnotatedFieldInjector: void initializeInjectionMembersAndTypeLists()>/$stack17
<org.picocontainer.injectors.AnnotatedFieldInjector: void initializeInjectionMembersAndTypeLists()>/$stack18
<org.picocontainer.injectors.AnnotatedFieldInjector: void initializeInjectionMembersAndTypeLists()>/$stack14
<org.picocontainer.injectors.AnnotatedFieldInjector: void initializeInjectionMembersAndTypeLists()>/$stack15
<sun.util.locale.provider.JRELocaleProviderAdapter: boolean isNonENLangSupported()>/$stack12
<sun.util.locale.provider.JRELocaleProviderAdapter: boolean isNonENLangSupported()>/$stack24
<sun.util.locale.provider.JRELocaleProviderAdapter: boolean isNonENLangSupported()>/$stack25
<java.security.ProtectionDomain: java.security.PermissionCollection mergePermissions()>/$stack18
<java.security.ProtectionDomain: java.security.PermissionCollection mergePermissions()>/l1#_377
<sun.security.provider.SeedGenerator$ThreadedSeedGenerator: void <init>()>/$stack8
<sun.security.provider.SeedGenerator$ThreadedSeedGenerator: void <init>()>/l3#_301
<org.mockito.cglib.core.DebuggingClassWriter: byte[] toByteArray()>/$stack2
<org.mockito.cglib.core.DebuggingClassWriter: byte[] toByteArray()>/$stack3
<org.mockito.cglib.core.DebuggingClassWriter: byte[] toByteArray()>/$stack4
<java.util.concurrent.ThreadLocalRandom: long initialSeed()>/$stack6
<java.util.concurrent.ThreadLocalRandom: long initialSeed()>/l0#_138
<sun.net.InetAddressCachePolicy: void <clinit>()>/$stack2
<sun.net.InetAddressCachePolicy: void <clinit>()>/l0#_88
<sun.net.InetAddressCachePolicy: void <clinit>()>/$stack5
<sun.net.InetAddressCachePolicy: void <clinit>()>/l0_$$A_1#_126
<org.springframework.core.AttributeAccessorSupport: java.lang.String[] attributeNames()>/$stack6
<org.springframework.core.AttributeAccessorSupport: java.lang.String[] attributeNames()>/$stack7
<sun.security.x509.AVA: void <clinit>()>/$stack2
<sun.security.x509.AVA: void <clinit>()>/$stack3
<java.lang.reflect.AccessibleObject: void <clinit>()>/$stack2
<java.lang.reflect.AccessibleObject: void <clinit>()>/$stack3
<sun.misc.ProxyGenerator: void <clinit>()>/$stack4
<sun.misc.ProxyGenerator: void <clinit>()>/$stack5
<org.picocontainer.PicoBuilder: org.picocontainer.MutablePicoContainer build()>/$stack18
<java.security.Provider$Service: boolean hasKeyAttributes()>/$stack29
<java.security.Provider$Service: boolean hasKeyAttributes()>/$stack30
<sun.misc.Launcher$BootClassPathHolder: void <clinit>()>/$stack6
<sun.misc.Launcher$BootClassPathHolder: void <clinit>()>/l0#_387
<org.picocontainer.injectors.IterativeInjector: java.lang.reflect.Constructor getConstructor()>/retVal#_62
<org.picocontainer.injectors.IterativeInjector: java.lang.reflect.Constructor getConstructor()>/$stack6
<org.picocontainer.injectors.IterativeInjector: java.lang.reflect.Constructor getConstructor()>/$stack5
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.FormalTypeParameter[] parseFormalTypeParameters()>/$stack11
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.FormalTypeParameter[] parseFormalTypeParameters()>/$stack12
<org.picocontainer.injectors.IterativeInjector: void initializeInjectionMembersAndTypeLists()>/$stack20
<org.picocontainer.injectors.IterativeInjector: void initializeInjectionMembersAndTypeLists()>/$stack21
<org.picocontainer.injectors.IterativeInjector: void initializeInjectionMembersAndTypeLists()>/$stack17
<org.picocontainer.injectors.IterativeInjector: void initializeInjectionMembersAndTypeLists()>/$stack18
<sun.util.locale.provider.LocaleProviderAdapter: void <clinit>()>/$stack14
<sun.util.locale.provider.LocaleProviderAdapter: void <clinit>()>/l0#_135
<org.picocontainer.injectors.IterativeInjector: java.lang.reflect.Method[] getMethods()>/$stack2
<org.picocontainer.injectors.IterativeInjector: java.lang.reflect.Method[] getMethods()>/$stack3
<org.picocontainer.injectors.IterativeInjector: java.lang.reflect.Method[] getMethods()>/$stack4
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.TypeArgument[] parseTypeArguments()>/$stack10
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.TypeArgument[] parseTypeArguments()>/$stack11
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.FieldTypeSignature[] parseBounds()>/$stack7
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.FieldTypeSignature[] parseBounds()>/$stack8
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.ClassTypeSignature[] parseSuperInterfaces()>/$stack6
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.ClassTypeSignature[] parseSuperInterfaces()>/$stack7
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.TypeSignature[] parseZeroOrMoreTypeSignatures()>/$stack6
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.TypeSignature[] parseZeroOrMoreTypeSignatures()>/$stack7
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.FieldTypeSignature[] parseZeroOrMoreThrowsSignatures()>/$stack6
<sun.reflect.generics.parser.SignatureParser: sun.reflect.generics.tree.FieldTypeSignature[] parseZeroOrMoreThrowsSignatures()>/$stack7
<javax.crypto.JceSecurityManager: void <clinit>()>/$stack7
<javax.crypto.JceSecurityManager: void <clinit>()>/$stack8
<org.picocontainer.injectors.ConstructorInjector: java.lang.reflect.Constructor[] getConstructors()>/$stack2
<org.picocontainer.injectors.ConstructorInjector: java.lang.reflect.Constructor[] getConstructors()>/$stack3
<sun.security.x509.X509CertInfo: java.lang.String toString()>/$stack83
<sun.security.x509.X509CertInfo: java.lang.String toString()>/l3#_318
<sun.misc.ObjectInputFilter$Config: void <clinit>()>/$stack2
