Test-related Method	Total # Nodes Reachable From Method	# Nodes Reachable From Mock Invocations
org.apache.flink.core.fs.EntropyInjectorTest::testClassLoaderFixingFsWithSafeyNet()V	564	0
org.apache.flink.core.fs.EntropyInjectorTest::testClassLoaderFixingFsWithoutSafeyNet()V	552	0
org.apache.flink.core.fs.EntropyInjectorTest::testIsEntropyFs()V	7	0
org.apache.flink.core.fs.PathTest::testPathFromString()V	125	0
org.apache.flink.core.fs.PathTest::testIsAbsolute()V	117	0
org.apache.flink.core.fs.PathTest::testGetName()V	124	0
org.apache.flink.core.fs.PathTest::testGetParent()V	131	0
org.apache.flink.core.fs.PathTest::testSuffix()V	134	0
org.apache.flink.core.fs.PathTest::testDepth()V	124	0
org.apache.flink.core.fs.PathTest::testParsing()V	122	0
org.apache.flink.core.fs.SafetyNetCloseableRegistryTest::tearDown()V	7	0
org.apache.flink.core.fs.SafetyNetCloseableRegistryTest::testCorrectScopesForSafetyNet()V	724	0
org.apache.flink.core.fs.SafetyNetCloseableRegistryTest::testSafetyNetClose()V	75	0
org.apache.flink.core.fs.SafetyNetCloseableRegistryTest::testReaperThreadSpawnAndStop()V	426	0
org.apache.flink.core.fs.SafetyNetCloseableRegistryTest::testReaperThreadStartFailed()V	425	0
org.apache.flink.core.fs.FileSystemBehaviorTestSuite::prepare()V	11	1
org.apache.flink.core.fs.FileSystemBehaviorTestSuite::cleanup()V	2	1
org.apache.flink.core.fs.FileSystemBehaviorTestSuite::testFileSystemKind()V	35	1
org.apache.flink.core.fs.FileSystemBehaviorTestSuite::testPathAndScheme()V	926	3
org.apache.flink.core.fs.FileSystemBehaviorTestSuite::testHomeAndWorkDir()V	38	4
org.apache.flink.core.fs.FileSystemBehaviorTestSuite::testMkdirsReturnsTrueWhenCreatingDirectory()V	15	3
org.apache.flink.core.fs.FileSystemBehaviorTestSuite::testMkdirsCreatesParentDirectories()V	15	3
org.apache.flink.core.fs.FileSystemBehaviorTestSuite::testMkdirsReturnsTrueForExistingDirectory()V	21	1
org.apache.flink.core.fs.FileSystemBehaviorTestSuite::testMkdirsFailsForExistingFile()V	21	1
org.apache.flink.core.fs.FileSystemBehaviorTestSuite::testMkdirsFailsWithExistingParentFile()V	21	1
org.apache.flink.util.TernaryBooleanTest::testWithDefault()V	7	0
org.apache.flink.util.TernaryBooleanTest::testResolveUndefined()V	35	0
org.apache.flink.util.TernaryBooleanTest::testToBoolean()V	7	0
org.apache.flink.util.TernaryBooleanTest::testFromBoolean()V	34	0
org.apache.flink.util.TernaryBooleanTest::testFromBoxedBoolean()V	36	0
org.apache.flink.util.FileUtilsTest::testReadAllBytes()V	1199	417
org.apache.flink.util.FileUtilsTest::testDeletePathIfEmpty()V	479	0
org.apache.flink.util.FileUtilsTest::testDeleteQuietly()V	455	0
org.apache.flink.util.FileUtilsTest::testDeleteDirectory()V	454	0
org.apache.flink.util.FileUtilsTest::testDeleteDirectoryWhichIsAFile()V	437	0
org.apache.flink.util.FileUtilsTest::testDeleteSymbolicLinkDirectory()V	456	6
org.apache.flink.util.FileUtilsTest::testDeleteDirectoryConcurrently()V	769	0
org.apache.flink.util.FileUtilsTest::testCompressionOnAbsolutePath()V	1358	3
org.apache.flink.util.FileUtilsTest::testCompressionOnRelativePath()V	1359	3
org.apache.flink.util.FileUtilsTest::testListFilesInPathWithoutAnyFileReturnEmptyList()V	785	3
org.apache.flink.util.FileUtilsTest::testListFilesInPath()V	795	3
org.apache.flink.util.FileUtilsTest::testRelativizeOfAbsolutePath()V	454	6
org.apache.flink.util.FileUtilsTest::testRelativizeOfRelativePath()V	45	3
org.apache.flink.util.FileUtilsTest::testAbsolutePathToURL()V	44	3
org.apache.flink.util.FileUtilsTest::testRelativePathToURL()V	46	0
org.apache.flink.util.FileUtilsTest::testListDirFailsIfDirectoryDoesNotExist()V	777	3
org.apache.flink.util.FileUtilsTest::testListAFileFailsBecauseDirectoryIsExpected()V	781	3
org.apache.flink.util.CollectionUtilTest::testPartition()V	49	1
org.apache.flink.util.LambdaUtilTest::testRunWithContextClassLoaderRunnable()V	418	0
org.apache.flink.util.LambdaUtilTest::testRunWithContextClassLoaderSupplier()V	418	0
org.apache.flink.util.LongValueSequenceIteratorTest::testSplitRegular()V	44	0
org.apache.flink.util.LongValueSequenceIteratorTest::testSplittingLargeRangesBy2()V	44	0
org.apache.flink.util.LongValueSequenceIteratorTest::testSplittingTooSmallRanges()V	44	0
org.apache.flink.util.LongValueSequenceIteratorTest::testSplitting(Lorg/apache/flink/util/LongValueSequenceIterator;I)V	43	0
org.apache.flink.util.LongValueSequenceIteratorTest::testMaxSplitDiff([Lorg/apache/flink/util/LongValueSequenceIterator;)V	8	0
org.apache.flink.util.TimeUtilsPrettyPrintingTest::testFormatting()V	744	0
org.apache.flink.util.PropertiesUtilTest::testFlatten()V	68	0
org.apache.flink.util.ExceptionUtilsTest::testStringifyNullException()V	64	0
org.apache.flink.util.ExceptionUtilsTest::testJvmFatalError()V	7	0
org.apache.flink.util.ExceptionUtilsTest::testRethrowFatalError()V	5	0
org.apache.flink.util.ExceptionUtilsTest::testFindThrowableByType()V	28	0
org.apache.flink.util.ExceptionUtilsTest::testExceptionStripping()V	36	0
org.apache.flink.util.ExceptionUtilsTest::testInvalidExceptionStripping()V	36	0
org.apache.flink.util.ExceptionUtilsTest::testTryEnrichTaskExecutorErrorCanHandleNullValueWithoutCausingException()V	440	0
org.apache.flink.util.ExceptionUtilsTest::testUpdateDetailMessageOfBasicThrowable()V	450	1
org.apache.flink.util.ExceptionUtilsTest::testUpdateDetailMessageOfRelevantThrowableAsCause()V	455	1
org.apache.flink.util.ExceptionUtilsTest::testUpdateDetailMessageWithoutRelevantThrowable()V	450	2
org.apache.flink.util.ExceptionUtilsTest::testUpdateDetailMessageOfNullWithoutException()V	439	0
org.apache.flink.util.ExceptionUtilsTest::testUpdateDetailMessageWithMissingPredicate()V	450	1
org.apache.flink.util.ExceptionUtilsTest::testIsMetaspaceOutOfMemoryErrorCanHandleNullValue()V	12	0
org.apache.flink.util.ExceptionUtilsTest::testIsDirectOutOfMemoryErrorCanHandleNullValue()V	12	0
org.apache.flink.util.AbstractIDTest::testSerialization()V	1110	0
org.apache.flink.util.AbstractIDTest::testConvertToBytes()V	37	0
org.apache.flink.util.AbstractIDTest::testCompare()V	1113	0
org.apache.flink.util.WrappingProxyUtilTest::testThrowsExceptionIfTooManyProxies()V	717	0
org.apache.flink.util.WrappingProxyUtilTest::testStripsAllProxies()V	721	0
org.apache.flink.util.StringUtilsTest::testControlCharacters()V	37	0
org.apache.flink.util.StringUtilsTest::testArrayAwareToString()V	132	0
org.apache.flink.util.StringUtilsTest::testStringToHexArray()V	41	0
org.apache.flink.util.StringUtilsTest::testHexArrayToString()V	35	0
org.apache.flink.util.StringUtilsTest::testGenerateAlphanumeric()V	697	0
org.apache.flink.util.TimeUtilsTest::testParseDurationNanos()V	363	0
org.apache.flink.util.TimeUtilsTest::testParseDurationMicros()V	363	0
org.apache.flink.util.TimeUtilsTest::testParseDurationMillis()V	364	0
org.apache.flink.util.TimeUtilsTest::testParseDurationSeconds()V	363	0
org.apache.flink.util.TimeUtilsTest::testParseDurationMinutes()V	364	0
org.apache.flink.util.TimeUtilsTest::testParseDurationHours()V	364	0
org.apache.flink.util.TimeUtilsTest::testParseDurationDays()V	364	0
org.apache.flink.util.TimeUtilsTest::testParseDurationUpperCase()V	368	0
org.apache.flink.util.TimeUtilsTest::testParseDurationTrim()V	364	0
org.apache.flink.util.TimeUtilsTest::testParseDurationInvalid()V	355	0
org.apache.flink.util.TimeUtilsTest::testParseDurationNumberOverflow()V	354	0
org.apache.flink.util.TimeUtilsTest::testGetStringInMillis()V	235	0
org.apache.flink.util.TimeUtilsTest::testToDuration()V	903	1
org.apache.flink.util.NetUtilsTest::testCorrectHostnamePort()V	37	0
org.apache.flink.util.NetUtilsTest::testParseHostPortAddress()V	37	0
org.apache.flink.util.NetUtilsTest::testIPv4toURL()V	615	0
org.apache.flink.util.NetUtilsTest::testIPv6toURL()V	615	0
org.apache.flink.util.NetUtilsTest::testIPv4URLEncoding()V	629	0
org.apache.flink.util.NetUtilsTest::testIPv6URLEncoding()V	629	0
org.apache.flink.util.NetUtilsTest::testFreePortRangeUtility()V	739	6
org.apache.flink.util.NetUtilsTest::testFormatAddress()V	183	0
org.apache.flink.util.NumberSequenceIteratorTest::testSplitRegular()V	44	0
org.apache.flink.util.NumberSequenceIteratorTest::testSplittingLargeRangesBy2()V	44	0
org.apache.flink.util.NumberSequenceIteratorTest::testSplittingTooSmallRanges()V	44	0
org.apache.flink.util.NumberSequenceIteratorTest::testSplitting(Lorg/apache/flink/util/NumberSequenceIterator;I)V	43	0
org.apache.flink.util.NumberSequenceIteratorTest::testMaxSplitDiff([Lorg/apache/flink/util/NumberSequenceIterator;)V	8	0
org.apache.flink.util.FlinkUserCodeClassLoaderTest::testExceptionHandling()V	538	1
org.apache.flink.util.InstantiationUtilTest::testResolveProxyClass()V	1157	406
org.apache.flink.util.InstantiationUtilTest::testInstantiationOfStringValue()V	424	0
org.apache.flink.util.InstantiationUtilTest::testInstantiationOfStringValueAndCastToValue()V	424	0
org.apache.flink.util.InstantiationUtilTest::testHasNullaryConstructor()V	413	0
org.apache.flink.util.InstantiationUtilTest::testClassIsProper()V	9	0
org.apache.flink.util.InstantiationUtilTest::testClassIsNotProper()V	10	0
org.apache.flink.util.InstantiationUtilTest::testCheckForInstantiationOfPrivateClass()V	417	0
org.apache.flink.util.InstantiationUtilTest::testSerializationToByteArray()V	44	0
org.apache.flink.util.InstantiationUtilTest::testWriteToConfigFailingSerialization()V	1116	814
org.apache.flink.util.InstantiationUtilTest::testCopyWritable()V	434	0
org.apache.flink.util.TemporaryClassLoaderContextTest::testTemporaryClassLoaderContext()V	419	0
org.apache.flink.util.StringValueUtilsTest::testToLowerCaseConverting()V	40	0
org.apache.flink.util.StringValueUtilsTest::testReplaceNonWordChars()V	43	0
org.apache.flink.util.StringValueUtilsTest::testTokenizerOnStringWithoutNexToken()V	18	0
org.apache.flink.util.StringValueUtilsTest::testTokenizerOnStringWithNexToken()V	17	0
org.apache.flink.util.StringValueUtilsTest::testTokenizerOnStringOnlyWithDelimiter()V	18	0
org.apache.flink.util.OutputTagTest::testNullRejected()V	1	0
org.apache.flink.util.OutputTagTest::testNullRejectedWithTypeInfo()V	1	0
org.apache.flink.util.OutputTagTest::testEmptyStringRejected()V	1	0
org.apache.flink.util.OutputTagTest::testEmptyStringRejectedWithTypeInfo()V	1	0
org.apache.flink.util.IterableUtilsTest::testToStream()V	23	1
org.apache.flink.util.MethodForwardingTestUtil::testMethodForwarding(Ljava/lang/Class;Ljava/util/function/Function;)V	610	0
org.apache.flink.util.MethodForwardingTestUtil::testMethodForwarding(Ljava/lang/Class;Ljava/util/function/Function;Ljava/util/function/Supplier;)V	610	0
org.apache.flink.util.LinkedOptionalMapTest::usageExample()V	113	14
org.apache.flink.util.LinkedOptionalMapTest::overridingKeyWithTheSameKeyName()V	109	14
org.apache.flink.util.LinkedOptionalMapTest::overridingKeysAndValuesWithTheSameKeyName()V	109	14
org.apache.flink.util.LinkedOptionalMapTest::overridingAValueWithMissingKeyShouldBeConsideredAsAbsent()V	108	14
org.apache.flink.util.LinkedOptionalMapTest::mergingMapsWithPresentEntriesLeavesNoAbsentKeyNames()V	115	14
org.apache.flink.util.LinkedOptionalMapTest::mergingMapsPreserversTheOrderOfTheOriginalMap()V	105	0
org.apache.flink.util.LinkedOptionalMapTest::mergingToEmpty()V	105	0
org.apache.flink.util.LinkedOptionalMapTest::unwrapOptionalsWithMissingValueThrows()V	89	79
org.apache.flink.util.LinkedOptionalMapTest::unwrapOptionalsWithMissingKeyThrows()V	89	79
org.apache.flink.util.LinkedOptionalMapTest::unwrapOptionalsPreservesOrder()V	108	81
org.apache.flink.util.LinkedOptionalMapTest::testPrefix()V	78	0
org.apache.flink.util.LinkedOptionalMapTest::testNonPrefix()V	79	0
org.apache.flink.util.LinkedOptionalMapTest::demoMergeResult()V	124	1
org.apache.flink.util.CloseableIteratorTest::testFlattenEmpty()V	12	1
org.apache.flink.util.CloseableIteratorTest::testFlattenIteration()V	40	1
org.apache.flink.util.CloseableIteratorTest::testFlattenErrorHandling()V	36	1
org.apache.flink.util.MathUtilTest::testLog2Computation()V	37	0
org.apache.flink.util.MathUtilTest::testRoundDownToPowerOf2()V	37	0
org.apache.flink.util.MathUtilTest::testRoundUpToPowerOf2()V	36	0
org.apache.flink.util.MathUtilTest::testPowerOfTwo()V	7	0
org.apache.flink.util.MathUtilTest::testFlipSignBit()V	36	0
org.apache.flink.util.MathUtilTest::testDivideRoundUp()V	37	0
org.apache.flink.util.MathUtilTest::testDivideRoundUpNegativeDividend()V	26	0
org.apache.flink.util.MathUtilTest::testDivideRoundUpNegativeDivisor()V	26	0
org.apache.flink.util.MathUtilTest::testDivideRoundUpZeroDivisor()V	26	0
org.apache.flink.util.UnionIteratorTest::testUnion()V	85	1
org.apache.flink.util.UnionIteratorTest::testTraversableOnce()V	77	0
org.apache.flink.util.ResourceGuardTest::testClose()V	419	0
org.apache.flink.util.ResourceGuardTest::testAcquireReleaseClose()V	431	0
org.apache.flink.util.ResourceGuardTest::testCloseBlockIfAcquired()V	33	0
org.apache.flink.util.ResourceGuardTest::testInterruptHandledCorrectly()V	435	0
org.apache.flink.util.ResourceGuardTest::testLeaseCloseIsIdempotent()V	428	0
org.apache.flink.util.SerializedValueTest::testSimpleValue()V	1135	814
org.apache.flink.util.SerializedValueTest::testNullValue()V	1	0
org.apache.flink.util.SerializedValueTest::testFromNullBytes()V	2	0
org.apache.flink.util.SerializedValueTest::testFromEmptyBytes()V	2	0
org.apache.flink.util.ArrayUtilsTest::concatWithEmptyArray()V	31	0
org.apache.flink.util.ArrayUtilsTest::concatArrays()V	34	0
org.apache.flink.util.ProcessorArchitectureTest::testArchitectureNotUnknown()V	2	0
org.apache.flink.util.ProcessorArchitectureTest::testNamesNotNull()V	8	0
org.apache.flink.api.dag.TransformationTest::setUp()V	1	0
org.apache.flink.api.dag.TransformationTest::testDeclareManagedMemoryUseCase()V	54	1
org.apache.flink.api.dag.TransformationTest::testDeclareManagedMemoryOperatorScopeUseCaseFailWrongScope()V	32	0
org.apache.flink.api.dag.TransformationTest::testDeclareManagedMemoryOperatorScopeUseCaseFailZeroWeight()V	32	0
org.apache.flink.api.dag.TransformationTest::testDeclareManagedMemoryOperatorScopeUseCaseFailNegativeWeight()V	32	0
org.apache.flink.api.dag.TransformationTest::testDeclareManagedMemorySlotScopeUseCaseFailWrongScope()V	5	0
org.apache.flink.api.java.tuple.Tuple2Test::testSwapValues()V	35	0
org.apache.flink.api.java.tuple.Tuple2Test::testGetFieldNotNull()V	35	0
org.apache.flink.api.java.typeutils.TupleTypeInfoTest::testTupleTypeInfoSymmetricEqualityRelation()V	11	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testIdentifyLambdas()V	460	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testLambdaWithMemberVariable()V	1025	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testLambdaWithLocalVariable()V	1025	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testLambdaWithNonGenericResultType()V	1026	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testMapLambda()V	1029	3
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testFlatMapLambda()V	1029	3
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testMapPartitionLambda()V	1029	3
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testJoinLambda()V	1029	3
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testCoGroupLambda()V	1029	3
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testKeySelectorLambda()V	1029	3
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testLambdaTypeErasure()V	1020	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testLambdaWithoutTypeErasure()V	1020	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testPartitionerLambda()V	1029	2
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testInstanceMethodRefSameType()V	1028	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testInstanceMethodRefSuperType()V	1025	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testInstanceMethodRefSuperTypeProtected()V	1028	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testConstructorMethodRef()V	1025	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testSamMethodExtractionInterfaceWithDefaultMethod()V	457	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::getSingleAbstractMethodMultipleMethods()V	447	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testSingleAbstractMethodNoAbstractMethods()V	447	0
org.apache.flink.api.java.typeutils.LambdaExtractionTest::testSingleAbstractMethodNotAnInterface()V	447	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testBasicType()V	1035	3
org.apache.flink.api.java.typeutils.TypeExtractorTest::testTupleWithBasicTypes()V	1055	3
org.apache.flink.api.java.typeutils.TypeExtractorTest::testTupleWithTuples()V	1057	16
org.apache.flink.api.java.typeutils.TypeExtractorTest::testTuple0()V	1031	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testSubclassOfTuple()V	1039	4
org.apache.flink.api.java.typeutils.TypeExtractorTest::testPojo()V	1040	8
org.apache.flink.api.java.typeutils.TypeExtractorTest::testMethodChainingPojo()V	1005	3
org.apache.flink.api.java.typeutils.TypeExtractorTest::testRow()V	1002	4
org.apache.flink.api.java.typeutils.TypeExtractorTest::testTupleWithPojo()V	1057	15
org.apache.flink.api.java.typeutils.TypeExtractorTest::testValue()V	1040	7
org.apache.flink.api.java.typeutils.TypeExtractorTest::testTupleOfValues()V	1040	8
org.apache.flink.api.java.typeutils.TypeExtractorTest::testGenericsNotInSuperclass()V	1032	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testChainedGenericsNotInSuperclass()V	1032	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testGenericsInDirectSuperclass()V	1032	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testGenericsNotInSuperclassWithNonGenericClassAtEnd()V	1032	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testMissingTupleGenerics()V	1021	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testTupleSupertype()V	1021	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testSameGenericVariable()V	1032	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testNestedTupleGenerics()V	1032	4
org.apache.flink.api.java.typeutils.TypeExtractorTest::testNestedTupleGenerics2()V	1032	6
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionWithMissingGenerics()V	1021	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionDependingOnInputAsSuperclass()V	1028	1
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionDependingOnInputFromInput()V	1028	1
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionDependingOnInputWithMissingInput()V	1019	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionDependingOnInputWithTupleInput()V	1028	1
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionDependingOnInputWithCustomTupleInput()V	1032	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionDependingOnUnknownInput()V	1021	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionDependingOnInputWithFunctionHierarchy()V	1025	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionDependingOnInputWithFunctionHierarchy2()V	1028	1
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionWithNoGenericSuperclass()V	1028	1
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionDependingPartialOnInput()V	1034	4
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionDependingPartialOnInput2()V	1032	4
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionInputInOutputMultipleTimes()V	1030	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionInputInOutputMultipleTimes2()V	1030	4
org.apache.flink.api.java.typeutils.TypeExtractorTest::testAbstractAndInterfaceTypes()V	1021	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testValueSupertypeException()V	1023	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testBasicArray()V	1033	3
org.apache.flink.api.java.typeutils.TypeExtractorTest::testBasicArray2()V	1028	3
org.apache.flink.api.java.typeutils.TypeExtractorTest::testCustomArray()V	1029	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testTupleArray()V	1030	3
org.apache.flink.api.java.typeutils.TypeExtractorTest::testCustomArrayWithTypeVariable()V	1030	3
org.apache.flink.api.java.typeutils.TypeExtractorTest::testParameterizedArrays()V	1029	1
org.apache.flink.api.java.typeutils.TypeExtractorTest::testParameterizedPojo()V	1024	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunctionDependingOnInputWithTupleInputWithTypeMismatch()V	1019	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testInputMismatchExceptions()V	1021	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testTypeErasure()V	1023	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testResultTypeQueryable()V	1025	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testTupleWithPrimitiveArray()V	1025	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testFunction()V	1025	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testInterface()V	1025	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testCreateTypeInfoFromInstance()V	998	1
org.apache.flink.api.java.typeutils.TypeExtractorTest::testExtractKeySelector()V	1026	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testDuplicateValue()V	1032	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testDuplicateValueNested()V	1032	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testInputInference1()V	1032	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testInputInference2()V	1030	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testInputInference3()V	1030	1
org.apache.flink.api.java.typeutils.TypeExtractorTest::testInputInference4()V	1030	1
org.apache.flink.api.java.typeutils.TypeExtractorTest::testInputInferenceWithCustomTupleAndRichFunction()V	1029	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testEnumType()V	1027	1
org.apache.flink.api.java.typeutils.TypeExtractorTest::testMultiDimensionalArray()V	1028	5
org.apache.flink.api.java.typeutils.TypeExtractorTest::testInputMismatchWithRawFuntion()V	1025	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testEither()V	1025	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testEitherHierarchy()V	1032	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testEitherFromObjectException()V	993	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testGenericTypeWithSubclassInput()V	1028	2
org.apache.flink.api.java.typeutils.TypeExtractorTest::testGenericTypeWithSuperclassInput()V	1021	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testInputWithCustomTypeInfo()V	1018	0
org.apache.flink.api.java.typeutils.TypeExtractorTest::testBigBasicTypes()V	1038	3
org.apache.flink.api.java.typeutils.TypeExtractorTest::testSqlTimeTypes()V	1048	1
org.apache.flink.api.java.typeutils.ValueTypeInfoTest::testValueTypeEqualsWithNull()V	7	0
org.apache.flink.api.java.typeutils.RowTypeInfoTest::testWrongNumberOfFieldNames()V	1	0
org.apache.flink.api.java.typeutils.RowTypeInfoTest::testDuplicateCustomFieldNames()V	1	0
org.apache.flink.api.java.typeutils.RowTypeInfoTest::testCustomFieldNames()V	717	0
org.apache.flink.api.java.typeutils.RowTypeInfoTest::testGetFlatFields()V	711	2
org.apache.flink.api.java.typeutils.RowTypeInfoTest::testGetTypeAt()V	717	0
org.apache.flink.api.java.typeutils.RowTypeInfoTest::testNestedRowTypeInfo()V	706	2
org.apache.flink.api.java.typeutils.RowTypeInfoTest::testSchemaEquals()V	15	0
org.apache.flink.api.java.typeutils.TypeExtractorInputFormatsTest::testExtractInputFormatType()V	997	0
org.apache.flink.api.java.typeutils.TypeExtractorInputFormatsTest::testExtractDerivedInputFormatType()V	1003	1
org.apache.flink.api.java.typeutils.TypeExtractorInputFormatsTest::testMultiLevelDerivedInputFormatType()V	1003	1
org.apache.flink.api.java.typeutils.TypeExtractorInputFormatsTest::testQueryableFormatType()V	997	0
org.apache.flink.api.java.typeutils.runtime.ValueSerializerUpgradeTest::testSpecifications()Ljava/util/Collection;	16	0
org.apache.flink.api.java.typeutils.runtime.AbstractGenericTypeSerializerTest::testString()V	10	0
org.apache.flink.api.java.typeutils.runtime.AbstractGenericTypeSerializerTest::testSimpleTypesObjects()V	13	0
org.apache.flink.api.java.typeutils.runtime.AbstractGenericTypeSerializerTest::testCompositeObject()V	4	0
org.apache.flink.api.java.typeutils.runtime.AbstractGenericTypeSerializerTest::testNestedObjects()V	4	0
org.apache.flink.api.java.typeutils.runtime.AbstractGenericTypeSerializerTest::testBeanStyleObjects()V	18	0
org.apache.flink.api.java.typeutils.runtime.AbstractGenericTypeSerializerTest::testNestedInterfaces()V	19	0
org.apache.flink.api.java.typeutils.runtime.CopyableSerializerUpgradeTest::testSpecifications()Ljava/util/Collection;	16	0
org.apache.flink.api.java.typeutils.runtime.CopyableSerializerUpgradeTest::testF()V	33	0
org.apache.flink.api.java.typeutils.runtime.PojoSerializerUpgradeTestSpecifications$NonRegisteredPojoSubclassVerifier::testDataMatcher()Lorg/hamcrest/Matcher;	5	0
org.apache.flink.api.java.typeutils.runtime.PojoSerializerUpgradeTestSpecifications$ModifiedPojoSchemaVerifier::testDataMatcher()Lorg/hamcrest/Matcher;	5	0
org.apache.flink.api.java.typeutils.runtime.RowSerializerUpgradeTest$RowSerializerVerifier::testDataMatcher()Lorg/hamcrest/Matcher;	7	4
org.apache.flink.api.java.typeutils.runtime.PojoSerializerTest::testTuplePojoTestEquality()V	1016	694
org.apache.flink.api.java.typeutils.runtime.PojoSerializerTest::testReconfigureWithDifferentPojoType()V	1295	73
org.apache.flink.api.java.typeutils.runtime.PojoSerializerTest::testReconfigureDifferentSubclassRegistrationOrder()V	1055	306
org.apache.flink.api.java.typeutils.runtime.EitherSerializerTest::testStringDoubleEither()V	7	0
org.apache.flink.api.java.typeutils.runtime.EitherSerializerTest::testStringValueDoubleValueEither()V	8	0
org.apache.flink.api.java.typeutils.runtime.EitherSerializerTest::testEitherWithTuple()V	8	0
org.apache.flink.api.java.typeutils.runtime.EitherSerializerTest::testEitherWithTupleValues()V	6	0
org.apache.flink.api.java.typeutils.runtime.EitherSerializerTest::testEitherWithObjectReuse()V	52	4
org.apache.flink.api.java.typeutils.runtime.EitherSerializerTest::testSerializeIndividually()V	56	4
org.apache.flink.api.java.typeutils.runtime.PojoSerializerUpgradeTestSpecifications$DifferentPojoSubclassRegistrationOrderVerifier::testDataMatcher()Lorg/hamcrest/Matcher;	5	0
org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializerConcurrencyCheckInactiveITCase::testWithNoConcurrencyCheck()V	4	0
org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializerConcurrencyTest::testDuplicateSerializerWithDefaultSerializerClass()V	961	0
org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializerConcurrencyTest::testDuplicateSerializerWithDefaultSerializerInstance()V	961	0
org.apache.flink.api.java.typeutils.runtime.kryo.KryoSerializerConcurrencyTest::testDuplicateSerializerWithRegisteredSerializerClass()V	961	0
